id,city_name,state
Ce0731fa4-8b20-4eea-960d-a2dcfbda7b81,Cameron Park,CA
C0ba4a4a1-7e6d-4e92-9d55-5ab0b8079ab0,Arcata,CA
Cd1cb470c-a57e-4c0f-937b-aa3dca02d253,Nipomo,CA
C653092af-d937-487d-a9e5-22d3989d94c8,Arroyo Grande,CA
C14985200-eacc-4711-9060-4b41630e9950,Santa Fe Springs,CA
C3acfde0e-26d2-4cc5-9294-3af78b2a9f65,Greenfield city,CA
Ceb971368-1970-49ad-ade3-3a1a47a20045,Paradise town,CA
Cef08af58-49b9-4f6c-bfbd-783bf763c874,Bostonia,CA
C942a8050-3766-4cd1-9b00-cb5a20d9f0ed,Coalinga,CA
Cffb01b23-1781-4366-8dc2-4e0c9ad51ee0,Moraga,CA
C13fa7084-1ee8-4b26-a2d9-526db1cd54c4,Truckee,CA
Cab1c6eb8-20bd-4489-9599-78ed8ebfd262,McKinleyville,CA
C52f59b8d-29da-4174-a1f3-42895f6f2fec,Camp Pendleton South,CA
Cd591e1fc-47d6-48c7-b423-9f83c1bde727,El Segundo,CA
C3da82aba-fb3a-45dc-a2cf-f055aa9affae,Live Oak CDP,CA
C455701f1-1975-4238-94a9-fb0262fb6108,Artesia,CA
C9c3aff49-bfc8-4f4c-a345-9e27710885fa,Vincent,CA
C1b4a5096-1047-4dfa-b5ad-7511b9f0b489,Parkway,CA
C31bec3e9-44d2-4f47-b198-aeb9ccf28977,Stanford,CA
Cb18e7850-bff3-4be2-9461-1a16f4c07870,Los Osos,CA
Ce49131be-660f-4105-b7a1-5f3bff4c4e0b,Rio Linda,CA
C371e59ec-c2d6-489b-bd80-64e27f5c27b2,Laguna Woods,CA
Cdf7b8ca2-6ba9-4ab6-8864-4ef56a5d4ed0,Ripon,CA
C9fe00e62-b40f-49f4-92ea-0f3ed4660241,Cherryland,CA
C4d384e41-71b3-4c9a-8d2c-6fc1b7f187b7,Ukiah,CA
C32fed029-6566-49d4-8af2-d847fce75726,Walnut Park,CA
C97601ac3-4b53-4ffa-88ab-43c69d2a156a,Discovery Bay,CA
Cbdac0f3d-edcd-4d89-9f72-c2f5165842d1,Isla Vista,CA
C030b2b14-96d9-469b-ab2b-7c839a3f3947,La Palma,CA
Cfd1de89d-7f3a-4b2c-b6fa-8f44a6cb3b23,Parlier,CA
C911b1919-712f-4c64-9911-836fae09b59f,Fillmore,CA
C42823951-e500-4352-8e42-458dee3fc60c,Coto de Caza,CA
Cb3fc3f5a-0541-4307-9d1c-7c6504a63a77,Pacific Grove,CA
C962998fc-569d-49e2-bd93-be0d4d599a3c,Clearlake,CA
C1eac8192-e2c1-4384-a9b4-4b6829b56872,Salida,CA
C6ed094a4-364a-4e90-8c41-ad4ad954a904,East Rancho Dominguez,CA
C4e589298-c205-43fd-8ced-8c6d76b7c7b1,Olivehurst,CA
Cad804eb3-5183-4476-b89b-3d20d820168b,Lemon Hill,CA
Ca8233d87-d89a-4b28-8a62-7d4989b101f9,North Fair Oaks,CA
C28d956d3-7cee-4eec-bbd8-22f21f714a8c,Alpine,CA
Cfaddc0b8-52b4-4c05-a67e-7f9a454ffc8a,Susanville,CA
C21eedfc5-d0c2-4672-8cb6-dd64b7e7f3e9,Kerman,CA
C71617d63-57bd-40dc-a225-d7beead88cec,El Sobrante CDP,CA
C91a570da-c42d-4f85-b8ab-74abf47c69af,Lamont,CA
Cf167da09-026f-4d81-a772-26005735c015,Mill Valley,CA
C3f2115da-7bbe-4ec0-8a2a-e99270029eb2,North Auburn,CA
C150ea56f-65e2-40a3-808c-a077b29409ed,Livingston,CA
Cb9aca2dd-a189-481f-9264-893ba936e976,Hawaiian Gardens,CA
Cf552c3a8-780a-4b1b-ae30-83bc61e37604,Auburn,CA
C5ee4a36a-1d02-46f8-bd9c-3b9b497b0d4e,Red Bluff,CA
Cbc341582-1fdb-4088-ba7f-299a63a1fd67,Sun Village,CA
C4bfe5602-d497-4a6e-87a1-ec41f867d088,California City,CA
C1962b216-6a9c-4ae3-8fa4-e844cd98f3a4,Oak Park,CA
Cbc98fb16-6b0c-4b53-a14d-fdb07c2a39e6,Alamo,CA
Cae456241-3756-4a1f-9e7b-2647310510e4,King City,CA
Cabd67788-f750-48bf-a762-0c688709abc5,Avocado Heights,CA
C34cb7ca8-6720-4a84-ae54-721084593dc9,Grover Beach,CA
Ced03262d-abbd-476e-8bbc-775921af75be,Carpinteria,CA
C7ff1b695-e2e4-4404-aad7-98407ad3c11d,Palos Verdes Estates,CA
C4ae0a8fe-1221-44a3-80b5-458c84aeb264,Solana Beach,CA
C3492897f-4a08-4c38-bb8d-dc09e3b49c04,McFarland,CA
Cb6d26b7a-ee38-4f57-87fb-7e92aa7199b4,El Sobrante,CA
Cd5959004-02be-4e59-aff1-5374ac429ad9,Avenal,CA
Ccf14e445-373a-445a-af19-12ea00900321,San Marino,CA
Cbceef74f-c87d-4386-b700-de597b2d1370,Grass Valley,CA
Cd5d42da5-26d6-4b62-9410-7feb0c051481,Lindsay,CA
Ce2cc49ed-52ee-462b-bf05-3d657417de52,Commerce,CA
Cd6a2dca6-dbba-46ca-aa33-93e7b10784b2,Tehachapi,CA
C4124a51c-f5d0-4f29-869a-ff575cc5ac0f,San Anselmo,CA
C8ece3acd-5da2-4129-8cdd-14b8d0ac446d,Big Bear City,CA
C3e71a640-5e9c-4e35-bc00-8c1ce33b8487,Half Moon Bay,CA
Ca2e5033d-083e-4951-97bd-47f33da538a6,Grand Terrace,CA
C3d8d5684-cfc0-4b24-a2a5-61a027ed1fec,Bonita,CA
C1cf429bb-6bf6-461c-bc1d-c0b6bd20a0b1,Marysville,CA
C9b990027-47b1-48bd-9d57-5cad41ed9b0f,Larkspur,CA
Cbc0a55f5-8f1b-4464-814d-a9023bf84708,Lakeland Village,CA
C11185797-5132-4500-8039-6818504fcdfb,Tamalpais-Homestead Valley,CA
Ceb20ec30-a950-48e4-a7fe-4621847cece1,Malibu,CA
C27eacbac-eb4b-4f70-9616-23ef33e7bc15,Mendota,CA
Cd9057154-c200-4098-a290-e74653900788,Fortuna,CA
Cc022c915-08df-44f1-babf-371683ade7b3,Kingsburg,CA
Cd4679160-e4c0-42cd-b446-3cb039bde1fc,Scotts Valley,CA
C46b5be05-2acf-4f57-8ddf-796e09f438e7,Home Gardens,CA
C5c4e79ba-bd78-40a8-8b50-718aa518b933,Lake Los Angeles,CA
C842dfdc5-2937-439c-83d6-673b10a5014d,Healdsburg,CA
C61fade89-d233-4ec3-8608-2b280641054e,Rossmoor,CA
Cf57d40b7-cb9b-498a-a675-157b23a035fa,Delhi,CA
C2a39002f-213e-4215-bae5-5d1a64263ebf,Hillcrest,CA
Cd1bb7a2a-a8be-493f-8ec4-6e96d4be1910,Alum Rock,CA
C97a3d0f3-586b-4963-befd-7b9e8a5204f9,Emeryville,CA
Ca4a93925-cc43-47b6-8ef1-fddd632242a0,University of California-Santa Barbara,CA
C4ecec53a-402e-425b-84e0-15e5e0216238,View Park-Windsor Hills,CA
C6fbabd57-9b37-4741-bcc9-54edfdbe2321,Winton,CA
C32f0d287-ae8d-4753-bb35-c5c51781f40f,Hillsborough,CA
C4c21efef-3dd0-4682-b2d5-63e22641f554,Clayton,CA
Cf6c4748b-b8b9-4e7f-9291-036ed9e9c8c5,La Riviera,CA
C7591b59f-90e3-4943-a265-67953d6b8e3a,Muscoy,CA
C18d9846f-7ab4-4f2d-8e01-458cc1de7da0,Los Alamitos,CA
C65718d67-b555-48a9-8e45-6030217c414a,Newman,CA
C43425605-2e04-4853-a7d2-ad492b914b53,Piedmont,CA
Cf81afd15-e65f-4411-9039-f4a2d210846c,Magalia,CA
Cd59a0403-b89b-468c-818f-b40cdf3d4478,Signal Hill,CA
C762233e6-cbd8-4bed-817e-116d1510b6f4,Diamond Springs,CA
Ca4a14e77-7d8c-4e7f-8b0b-0e5b28dd8508,Valley Center,CA
C641527cb-7ca8-4702-934c-8f93c04b6899,Canyon Lake,CA
Ca0af93e4-d241-451b-a2c1-a523a564a4f6,Sonoma,CA
C02fa8cdb-0d91-4054-ba61-4a9e2b458508,Placerville,CA
Cc5ec5e3a-f951-47eb-a6e2-e6b52d422665,Farmersville,CA
C9426af89-772d-4417-bced-dab6e9c82b22,Fairview,CA
C01515856-0cbf-4e01-8e41-b2ff71c74387,Potomac Park,CA
C6e1d7730-6f0d-4670-881e-1e5b9c593f04,Sierra Madre,CA
C14645372-a9d9-4c22-8512-1eefb807baaa,Soquel,CA
C9610879d-d232-4a17-b513-4586b8d70dd3,Morro Bay,CA
C4651df6a-0f20-4ffb-afa7-38edcb8813cf,Blackhawk,CA
C8f32f912-5795-4996-a819-5c5a1a62ecf8,Anderson,CA
C66feddf1-56be-4420-9488-1c1e469c3e18,Exeter,CA
C6c330508-36a2-47f0-b846-5716a8d93661,Del Aire,CA
C8f8b2db3-e6db-493a-aba4-fac34347083e,Oak Hills,CA
C4aa5c66a-6074-4d92-9fd6-83b7e92ee958,Quartz Hill,CA
C9a0d7ae1-fa02-470b-9c2e-776df4c55be1,East Bakersfield,CA
Cebe69138-d0f8-4dec-a21d-7d178891a3cc,Shasta Lake,CA
C0f8e1062-c08d-4542-b787-440c443c8c61,Golden Hills,CA
C977da0db-3af9-4c2c-9b02-7e35f2ee46a8,East Whittier,CA
C76ff9ad2-a179-401f-b30b-29379ec3ed31,Mentone,CA
C0d29e153-de6e-40c4-a348-7b6d96d3245e,Orange Cove,CA
C11c289d9-8a3f-4b1f-884d-25a484a5acfe,Citrus,CA
Cbad8c3c8-08f4-4b8d-92c4-9a6f11aa2bbe,Garden Acres,CA
C93c0bd2f-35a2-40de-b758-7bb9a07e9a81,Capitola,CA
C41637108-21bb-4dd2-9078-a21a21fa52da,Marina del Rey,CA
C2965bdd8-32e4-480e-a30c-9b6570142202,Rodeo,CA
C69c2d474-db47-40b2-9170-4e4cb48a0e03,La Cresta and Madera Acres,CA
C49cec723-96b0-443e-bb3e-36e2ff00866b,Charter Oak,CA
C0b184885-d49d-47fd-b7e4-57199f4bd35a,Corte Madera,CA
C20ef1f26-8092-4f06-bdcb-ba6c674c29b7,San Diego Country Estates,CA
C212a0196-fe09-4d44-8022-93e10edf1182,Lake Arrowhead,CA
Cd9976b50-2872-4f91-a4ab-6cd91ac37479,Rio del Mar,CA
Ceec7f9c7-a0e9-49b1-853b-ad47218b84ad,Fort Irwin,CA
Cb4695e4d-f951-4b12-9b9b-6145d055b712,West Athens,CA
Cc3de70bc-0250-4dfb-aed7-d58c77f39307,Rio Vista,CA
Cf3964f42-a6a1-4718-b5db-a189f4868620,Crestline,CA
C98ccb637-3d89-4038-8965-a45dfbe29a38,Country Club,CA
C19b8c56a-67f4-4de1-aa8d-f4a7f3256047,Taft,CA
Cf741f9fc-92fa-40a1-8a8d-3e236d69e3aa,Tiburon,CA
C9122dec6-cdb7-47ff-bd28-9e942fa77f1b,Calimesa,CA
C274f36bf-af88-4b02-89f7-fb78c002d19f,University of California-Davis,CA
C334ddf2a-5f11-4ffc-af2c-f72c8945ab83,Orosi and Earlimart,CA
C04dc29e8-e1d5-4d8d-9625-65d64cd6bbaa,Waterford,CA
C224662ae-aef1-4509-8689-0c9c310459e8,Cloverdale,CA
C288e8d8c-7e27-413c-8b5a-d6607b12ffe9,Live Oak,CA
C11665f6a-6e38-4085-81fb-49ab8ef7b10e,Midway City,CA
Ce8b8f0ac-28e1-4691-ab6b-e5983d8c3432,Los Altos Hills,CA
Cf094dc29-1c82-404e-9fd6-2d0d9a3bfa80,Good Hope,CA
Cc204ac59-f7f5-4973-90f0-aa08a9c09308,South San Gabriel,CA
Cd579f3f9-7dfd-4dd4-87f1-875ef32f6deb,Heber,CA
Cac2ee9ec-adf3-489b-b715-f052c5366ba2,Spring Valley Lake,CA
C4ace6153-1244-432a-ae9c-f305bbe870f9,Gonzales,CA
Cbcd33c05-1139-496e-8ef4-08dc82d8e1cd,Mammoth Lakes,CA
C37f8eb3e-e369-4f0d-83e7-b4ab29543e31,Montecito,CA
C60d43e82-3e6a-4b28-b754-e49f9a87de79,Westlake Village,CA
C386e7e66-670c-45a0-803a-0cd24f311c38,Thousand Palms,CA
C7c10ca94-e08f-4499-b5e7-6e7ee01774b2,Topanga,CA
Cbed243d5-6fdb-44f8-8cc8-73a89cca77d3,Oroville East,CA
C53205a37-6966-411e-aab2-f1b9f4d5f0dd,Larkfield-Wikiup,CA
Cd04e5af1-4c88-4fd4-9ef6-d18548488554,August,CA
Cb129eddf-435e-4a6e-803a-b2727843fba8,Pismo Beach,CA
Cfe678b67-2876-4ff9-86fb-3128f9ece270,Cherry Valley,CA
Ca3a9ae59-29c0-4682-81c6-29b45e3dc9c8,Rolling Hills Estates,CA
C93f7c250-4825-482d-9519-54505dc44eef,Boyes Hot Springs,CA
Cbe690151-d41b-488e-98e6-bb79d18721bf,Alondra Park,CA
C864d493b-b2ad-4620-bc3e-181bc24e5167,Templeton,CA
Ccac3497a-f439-42c9-b8db-8742f17a9232,Vandenberg Village,CA
Ca928ce01-dece-44a5-a1fb-c67c09ad393b,Gold River,CA
C027045ff-a69d-46b5-9c97-d53cc2e85444,Ione,CA
C8b344ef1-1ca8-4036-bb7b-8bcc84be1fdc,Orland,CA
C0bdaddb0-5c50-4474-a652-ff74101afb9e,Rancho Mission Viejo,CA
C3bd4cc57-87a5-4521-be5d-2567ecbc7533,Joshua Tree,CA
C2d8ffc85-be3f-4533-ac3b-95d809628fe8,Firebaugh,CA
C83151418-194f-4b8c-b4cf-0fabfd22323c,California Polytechnic State University,CA
C0cc3bccd-0f63-4d03-b60c-3f20fc6db075,Franklin CDP,CA
C95f706f7-de19-4205-bfc4-ca562af29cdd,Woodlake,CA
C48f308f8-ddcc-44b6-bac5-7524da70436b,Plumas Lake,CA
C6871f175-8153-460a-af41-efe4fd84ac67,Sebastopol,CA
C92ea7731-4f2e-42d2-8e27-fb5cb7bc8784,Guadalupe,CA
Cb39eca5c-e2d6-48ba-b5ba-69606bbed361,Fairfax town,CA
Cc784930f-1663-42b8-ae84-91bb439fc68b,Alta Sierra CDP,CA
C3f96f41d-84fa-478b-b839-af54770ece5d,Homeland and Ojai,CA
Cdb8951e8-a6f6-4890-a029-18a6bbaa7646,Oceano,CA
C2861d19d-92c3-4b92-8868-e386f9f3ddb3,Interlaken,CA
C4e43f688-63c1-4bbd-a543-36c9e03a57db,Yreka and Corning,CA
Cffe4cdeb-bf8e-4482-9af8-1f7d643869c8,Escalon,CA
C6102e6a6-5d0e-4d25-aa88-14c9da641223,Hughson,CA
C73198184-9a9a-479a-9ce1-9e470d36582c,Cotati,CA
C7e9d44f7-2740-4f98-906e-6cedcae2e06f,Camp Pendleton Mainside,CA
Ca2fa82d0-d80d-41b1-8dfa-88a70804a25b,Kentfield,CA
Cefe0da31-d8e7-435f-aa91-75074fc419ae,Lake Mathews,CA
C245524c3-6880-42cb-8215-61c965109969,Ben Lomond,CA
C24ca796c-4826-4c99-a659-f16cc526dbd1,Winters,CA
C76b46ed9-8daf-4d62-927a-2e14f355e68c,Fort Bragg,CA
C96586937-2d73-405a-afe3-3b2b1888a386,Calipatria,CA
C995dbff6-f6fb-4d29-af3c-978a43e7af74,Sausalito,CA
C45ca3665-4e88-4991-906a-1c5fe673cfbc,Gridley,CA
C60a431ee-2b0e-4aee-a511-f454dfc0448b,Huron,CA
C128852be-db8d-4e9f-9bd2-af5fca4f8095,Atherton,CA
C90cf15cb-1258-4f1a-a34a-8550cb1e6652,Acton,CA
Cab91e9d4-043a-46ca-b43d-d8085f2e5843,Nuevo,CA
Cb39c1012-9869-4efc-841b-6a69edc1a018,Piñon Hills,CA
C2d60d36b-d318-468c-a186-fee67b54aa1a,Mira Monte,CA
Cec74725e-773a-45c2-a8fb-aba946ee1f83,East Foothills,CA
Cbc4ee452-2391-467d-8c1f-f859146f8220,Loomis,CA
C04e0372f-f5ef-4061-ba22-baa5a87f8365,Lemoore Station,CA
C014392d3-99e2-4e68-9078-2e6f1072e6cf,Lucas Valley-Marinwood,CA
Cb5fec0c4-e179-48b8-90a5-2eee0ccd2c6c,Crescent City,CA
C573aff24-08a0-4abc-aab3-5f64f143f464,Contra Costa Centre,CA
C7e76dd1e-47c5-4148-99d0-3564b1686778,Bermuda Dunes,CA
Ca135599c-da44-4f7d-9247-780977143315,Desert Palms,CA
Cd5e7065d-52ab-4066-b27d-ca25d11e2ea9,South Monrovia Island,CA
Cdb4e8f33-435e-482b-92c5-5445dadd5202,Oak View,CA
C4abf7469-4b8f-4ec8-8554-26648443dc4b,El Rio,CA
C410c7a9e-29ef-4670-a702-682ecad10d30,San Martin,CA
C18bb721d-e76d-4643-9b4c-97f5ea0deaa1,Thermalito,CA
Cd7a3eef1-b7aa-43a5-964f-be127864b63d,Pollock Pines,CA
Ce98d742a-0148-4324-acbd-3438a84f1a2b,Eucalyptus Hills,CA
C357cedc5-5344-4d19-831f-3996ade5b448,Ladera Heights,CA
C95bad61c-4cd3-4576-87af-9c56921d7289,Fowler,CA
C31df87db-5d7b-4b78-91ea-c84659e5c4be,Castroville,CA
C5e4808b7-ecd7-47b8-ab80-dcaca7ecdc27,Rancho Calaveras,CA
Cb9fdc8b4-cf06-45a2-89b5-63c7df69681e,Durham,CA
Cbc2eb843-1430-434c-b115-aec8ea00bbf1,Aptos,CA
C0aadd2c6-4e3c-42dd-b303-b64cd438f429,Highgrove,CA
C64b20547-78fb-4c87-9324-60c5d5f899ce,Pleasure Point,CA
C0eb607f9-2852-419e-9438-a44572c0ed16,Holtville,CA
C9cce609a-e86a-40d6-8325-4603a1686de3,Colusa,CA
Cf87bad2b-ea2b-4bf2-9b11-fdf81c36fdbf,El Granada,CA
Cb8539985-ceb5-41f7-ba2b-f2970aee72b4,Willows,CA
Cc7472b01-a0b1-42ab-895c-7f6c09ef846f,Silver Lakes,CA
C6d37c670-66f0-4e86-9c48-fba844615395,St. Helena,CA
C3e69a88d-e3c6-4f4c-b937-8cb581e97522,Saranap,CA
C307a52bc-5a5e-4425-adc2-2a0815b1dc41,East Pasadena,CA
C411a6522-5402-4d93-8883-198e7f91dda8,Salton City,CA
C2a9d62d7-1650-48c0-a8a2-cbce7d38de97,Hidden Valley Lake,CA
C15c501b8-ec86-4e1d-9d9e-6c21b8b9630f,Hilmar-Irwin,CA
C7f554ded-2b45-45d7-9620-99f7b3f23310,Villa Park,CA
C90dc2b7a-b08f-400e-9ea1-13c26e9b2f1f,Camino Tassajara,CA
Ce5cc65c3-e70a-4d37-a915-41517946e165,Jamul,CA
C82f27042-f409-4b0d-af27-e987d1116853,Fruitridge Pocket,CA
Cf3a8119f-cb4e-4cfa-bd69-621d7c47e61a,Gustine,CA
C6351770e-e7fd-4598-9951-4f844e41a25e,Denair,CA
C919da63a-a20d-48ae-a898-26b84fa18b5e,Lucerne Valley,CA
C13f7ee0d-1dcc-44bb-978e-2fa4784f5d3a,Keyes,CA
Cf08f1ea0-41d3-4149-9da9-e4602b2e4fd1,Mayflower Village,CA
C9e725dbe-7f8d-4293-8d3a-ef3057a244ee,Rancho Murieta,CA
C85925b11-eb50-49b3-ba73-3e328cd1aab7,Happy Valley,CA
Cbe778285-973e-4705-9678-adaed3e64dfe,Solvang,CA
Ceba700bd-2af6-424a-a790-f9e2a0077f5b,Old Fig Garden,CA
C0d8a4145-bf6a-4163-a587-378441ea2c88,Woodside,CA
C0c20541e-129b-4a30-8adb-517debe5b365,Garnet,CA
Cc57f3bc4-3305-4b1f-bd07-5994d7dc6126,West Modesto,CA
C0b4784bb-0d52-42b4-b802-741f27b6832b,Cambria,CA
C69a7dbd9-3d15-4dab-ad5f-5e017fa18607,Twin Lakes CDP,CA
Cba32cefa-502c-45b8-a58b-550fb1dc3f3a,Mecca,CA
C21e1fe57-21ba-451a-a7b1-5e660ca32a8c,Indian Wells,CA
Cf0c08a6f-4c50-47aa-839c-6e8a9cecec6d,Cottonwood CDP,CA
Cad9e5f9d-5967-40c2-b1c1-74ff0449462e,Oakhurst,CA
C24c4bc9c-ad79-450d-8b0b-7a8eaf57cb10,East Porterville,CA
Cf6801b42-5545-4820-827d-7d7b339b9748,Goshen,CA
C608a9562-dbac-4d4f-801f-0e51178913cc,Burbank,CA
Cd4766100-82ef-44d8-b857-fb3c6f88af08,Calistoga,CA
Cf1ee8ee7-3683-45e3-9be3-75c7fefee449,Strawberry CDP,CA
C45206f3a-ba65-45cc-85b7-fa88e51f3d88,La Habra Heights,CA
Cef7a36dc-c737-472e-9f76-b7280919a0a3,Boulder Creek,CA
C7494966c-8118-484b-9a25-36e3df69eaca,Yosemite Lakes,CA
C65c805cb-0adf-4625-aabf-55f990cc0cae,Big Bear Lake,CA
Cf402a47f-a4e0-4d1d-8fdb-23573d170228,Cutler,CA
C767b30fa-a8e9-47fc-898d-cb7fa805c517,Bear Valley Springs,CA
Cd1f0ddf1-6d04-4097-bba3-7aaf67939ff4,Williams,CA
C4c894c26-fd5b-4e44-9b06-c51250ca7a05,Buellton,CA
C9807e257-0fcb-4ad8-a542-e10802473cb3,El Cerrito,CA
Ca4f87364-9a23-4515-85c5-69d6aface602,Dos Palos,CA
C86df6177-340f-44de-996e-2aa18b5f39e7,Greenacres,CA
C2ecd0632-3c4a-408d-90f4-16ba0b31cf49,Elverta,CA
C760bc991-e574-4527-9dad-2952321d8c20,Wilton,CA
C93020451-8926-45d2-988a-02b96f8dabdf,Benton Park,CA
C37b7086c-ebeb-46fd-bcb8-5a76b2d37a48,Palermo,CA
C6276311c-c481-4a56-b41e-a8b11a2a0472,Bonadelle Ranchos,CA
Cdb83d313-3d59-478c-b7cf-65b3b5d8656b,Kensington,CA
C94147220-bee0-4b67-bd76-d9e6c4cf4937,Myrtletown,CA
C3085594e-fda7-4743-bd6e-677124a478ee,Las Flores CDP,CA
C370d7c48-0e99-4676-be11-f035520ee416,Bret Harte,CA
C531df2c8-f2c8-451f-9678-1f5f49da6d44,Needles,CA
C9b1002df-df44-4823-959a-fe0a445ae999,Lakeport,CA
C394d78fb-df6d-4664-b583-3152ff518173,Tara Hills,CA
Cbef41ea2-e725-4922-9e3e-3372714a0975,Ford City,CA
C811c4b34-73b0-434e-a61c-014f7910618c,Willits,CA
Cd7ebe6cd-a12e-4bbd-a516-3364357bfcf7,Coarsegold and Emerald Lake Hills,CA
Cab3e564e-1897-4438-bad3-24135e07d8a0,Mayfair,CA
C59c1163a-f9a8-4e15-82bb-6988e0b9547e,Jackson,CA
C39cb29f9-424f-4e8d-8a37-6c3ba9cad3ce,Sonora,CA
C92b1eea0-1a95-421c-8a0c-b2e55d924b54,Phoenix Lake,CA
C1d6cb293-aa99-4ed7-9b19-a4de354663a1,Pacheco,CA
Cc3b34954-40b6-49e8-8e68-42a71cd66b99,Guerneville,CA
Ceb0a727b-5d03-408b-b1fa-e2ae3387a52e,Santa Ynez,CA
C38a18917-3a8c-41d9-bc43-2f3ae0236063,Lake Wildwood,CA
C28104da5-d962-4cac-ae45-0b497fb45d9b,Brisbane,CA
C3f3be037-56ab-4b4d-9634-4c2a09003126,Ivanhoe,CA
C06740c80-cab6-4d72-8c34-ce6b91c5d94f,Portola Valley,CA
C3140964a-160d-497c-a72f-165d87ae639b,Brooktrails,CA
C1ed26346-0186-42f5-940e-4277e276a8ed,Sunnyside,CA
Cc8573221-380e-4c9a-ac81-2346c0be9963,Armona,CA
Ca0eab984-cde0-403b-b0ac-e8ac83348c05,Lenwood,CA
C4ada2289-a9e0-4d6d-8f1f-b97e4bdef5d1,McSwain,CA
C9428ce19-d1e6-4b95-9524-c60a37194a8b,Running Springs,CA
Cd324d46d-05b7-41fe-9565-e6e92e07f1a8,Clearlake Riviera,CA
Caba9dd1e-4b59-48a3-8ea6-a4a9fb7d3b7f,Wrightwood,CA
C30c6cf23-1da6-407b-a94e-36ccf0bbdf35,Harbison Canyon,CA
Cc04979e3-fc70-4caf-87b0-a021778a4224,Lake of the Pines,CA
Cca42325a-67a8-4ee5-be68-6dc20fe118b1,Del Mar,CA
C67e7c68f-e704-426b-b409-e8d991ddfc35,Pixley,CA
Cda72cdb2-f29d-4263-9706-cc92fede349f,Mather,CA
Ca90bd8cd-d4a3-44dd-b397-1750f94080d6,North Richmond,CA
C10f559fa-9bdd-4c5d-8023-3332c21c0a30,Tarpey Village,CA
Cc69aba17-2db7-4451-afea-d71c4ee600ec,Meadowbrook,CA
C2d3c55b5-7896-430b-9011-c690e3a1d531,Bonsall,CA
C74e26faf-6faa-48b6-a890-3c6f5fe0ffd5,Carmel Valley Village,CA
C7861fec4-0a6a-4f52-86ed-6b8a473d0a97,Broadmoor,CA
C6eff4057-46e5-4258-8d95-832e6f32412f,San Joaquin,CA
C174f77a4-0ab3-4ace-a497-414668bfd38a,Granite Hills,CA
C261f2393-7534-4382-9c45-bdfaa6fe3c31,Esparto,CA
Cabba5e4e-8760-4aef-81e4-ab4d4d147012,Lincoln Village,CA
Ceb9e0384-eedc-4683-9be1-2b6bb4db49e5,Planada,CA
C162b99a1-7c3c-49e2-b143-bd2d84681b6a,Coronita,CA
C98dfa26c-8b5a-4758-8e88-5f5e292654d5,Freedom,CA
Cf7f769f3-6195-44b1-8148-1d3a7db274d9,Lake San Marcos,CA
Cb575e582-1e8b-43d9-8af6-ee646e25752c,Santa Venetia,CA
C8424af2e-cfb1-4ba2-a058-17bcc6b71008,Valley Springs,CA
C120d2582-2403-4f35-8f58-81dcc34cae71,Angels,CA
C9f344d04-dab2-4d74-ad77-83148470a73c,Green Acres,CA
C08d014bf-1e7a-4684-8750-29b81e6b86c4,Las Lomas,CA
C06fcb61b-f38c-4fa1-afe1-bb8ccd99c2c3,Woodbridge,CA
C3d3697d3-c564-430f-8bf3-4b8b5554380d,Carmel-by-the-Sea,CA
C904d97cc-b362-40d8-8480-2fd35f619266,Forestville,CA
Cad418982-5d99-4c9a-8147-656bb378e931,Del Monte Forest,CA
Cabae0e67-5f2e-4b71-8c54-ae7df4870622,Mojave,CA
Cf4781850-913d-4aef-a51e-f0dced7b5adc,Greenfield,CA
C99b24c9b-56a6-4c9b-9373-615abe62f1f6,Bystrom and Burney,CA
Cae70892d-6ac5-447a-b2e9-b7620d887822,Bishop,CA
C9f8a5224-014f-480c-b2ba-26aaca56aabf,Avalon,CA
C2dff5637-6458-464f-9e19-7d1394494c51,San Andreas,CA
Cc0064d91-02eb-4e6c-a1ef-4da11b274973,West Menlo Park,CA
C4d3cb083-e63a-4dc0-b7b2-d5f6298ef76d,Shingle Springs,CA
Cf551d5dd-798e-4f17-9391-b5786169389c,North El Monte,CA
C3d6b9392-5f9b-4faa-9f22-e5888f0d9d77,Mountain View Acres,CA
C06804f47-e47b-40d3-afd5-b1cae27d6bc8,Meiners Oaks,CA
Ccca9da43-1f39-478e-9933-c9f2b8594d6a,Hidden Meadows,CA
Cd959da28-806e-422f-9728-9bd84cd5fd62,Kelseyville,CA
Cde128ca4-d7b3-4160-a089-e9489b639ed6,Vandenberg AFB and Mono Vista,CA
C1a08f9d3-15bb-4d46-a32f-25d5b3e75930,Strathmore and French Camp,CA
Cf285b6df-aa67-4760-9483-33dde4b29bf2,Wheatland,CA
Ce6f3c079-df01-4f6b-8353-c239f760ea08,Lake Isabella,CA
C067d26ee-90a6-4349-90a9-5606b4ee4778,Rollingwood,CA
C796b8852-2348-48a5-a7de-25109d0d474d,Madera Ranchos,CA
C34c4a37a-816b-4180-b185-a9c4d7fdc5da,Seacliff,CA
Caaa2ed46-d774-4987-80bd-8d65a971fb59,Lockeford,CA
C74d82d6b-13e5-4de6-8531-bc65512eb089,Copperopolis,CA
C432b0b83-11b7-4c0e-8009-9b589e8d830b,Fetters Hot Springs-Agua Caliente,CA
C98f9d7a2-97ec-4ca5-aad5-8c759f19fd08,Pine Hills,CA
